source_value,domain,record_count,source_code,source_name,mapping_key,concept_id,concept_name,vocabulary_id,confidence,reasoning,source_is_ndc,ndc_normalized,tool_calls,timestamp,model
"49884*46901","drug",3427,NA,NA,NA,19033925,"ibuprofen 800 MG Oral Tablet [Ibu]","RxNorm",1,"The source value is an NDC code that maps directly to a standard RxNorm concept for the same drug.",TRUE,"49884046901",3,"2026-02-23T20:58:42","gpt-4o"
"67544*13430","drug",3237,NA,NA,NA,19080129,"lisinopril 20 MG Oral Tablet","RxNorm",1,"The source value '67544*13430' is an NDC code that maps directly to the standard RxNorm concept for 'lisinopril 20 MG Oral Tablet'.",TRUE,"67544013430",3,"2026-02-23T20:58:52","gpt-4o"
"93002601","drug",2999,NA,NA,NA,40165767,"enalapril maleate 2.5 MG Oral Tablet","RxNorm",1,"The source value is an NDC code that directly maps to the standard RxNorm concept for enalapril maleate 2.5 MG Oral Tablet.",TRUE,"93002601",3,"2026-02-23T20:59:00","gpt-4o"
"722521201","drug",2778,NA,NA,NA,1782573,"isoniazid 100 MG Oral Tablet","RxNorm",0.9,"The source value is an NDC code for isoniazid 100 MG Oral Tablet, which maps to a standard RxNorm concept with the same name.",TRUE,"722521201",2,"2026-02-23T20:59:04","gpt-4o"
"186423962","drug",2715,NA,NA,NA,19045526,"2 ML vitamin A 50000 UNT/ML Injection [Aquasol A]","RxNorm",1,"The source value is an NDC code that directly maps to a standard RxNorm concept for the same drug.",TRUE,"186423962",3,"2026-02-23T20:59:12","gpt-4o"
"102343001","drug",2715,NA,NA,NA,40174765,"hydralazine hydrochloride 10 MG Oral Tablet","RxNorm",1,"The source value is an NDC code that maps directly to a standard RxNorm concept for the same drug formulation.",TRUE,"102343001",3,"2026-02-23T20:59:20","gpt-4o"
"66267*63300","drug",2644,NA,NA,NA,40163555,"warfarin sodium 5 MG Oral Tablet [Coumadin]","RxNorm",1,"The source value is an NDC code that maps directly to a standard RxNorm concept for the same drug.",TRUE,"66267063300",3,"2026-02-23T20:59:26","gpt-4o"
"67544*21030","drug",2533,NA,NA,NA,19004693,"risperidone 1 MG Oral Tablet [Risperdal]","RxNorm",1,"The source value is an NDC code that maps directly to a standard RxNorm concept for the branded drug 'Risperidone 1 MG Oral Tablet [Risperdal]'.",TRUE,"67544021030",3,"2026-02-23T20:59:34","gpt-4o"
"364724812","drug",2397,NA,NA,NA,1125392,"acetaminophen 650 MG Rectal Suppository","RxNorm",0.9,"The source value '00364724812' is an NDC code for Acetaminophen 650 MG Rectal Suppository. The RxNorm concept for this drug is a standard concept with a high semantic match.",TRUE,"364724812",3,"2026-02-23T20:59:42","gpt-4o"
"58914*01310","drug",2207,NA,NA,NA,40176745,"dicyclomine hydrochloride 20 MG Oral Tablet [Bentyl]","RxNorm",1,"The source value is an NDC code that maps directly to a standard RxNorm concept for the branded drug 'Bentyl'.",TRUE,"58914001310",3,"2026-02-23T20:59:49","gpt-4o"
"54569560400","drug",1982,NA,NA,NA,NA,"NA","NA",0,"The source value '54569560400' appears to be an NDC code, but no matching NDC or RxNorm concept was found in the OMOP vocabulary.",TRUE,"54569560400",3,"2026-02-23T20:59:59","gpt-4o"
"781508801","drug",1955,NA,NA,NA,19102298,"12 HR carbamazepine 400 MG Extended Release Oral Tablet","RxNorm",1,"The source value is an NDC code that maps directly to a standard RxNorm concept for the same drug formulation.",TRUE,"781508801",3,"2026-02-23T21:00:08","gpt-4o"
"50383*17708","drug",1907,NA,NA,NA,19070310,"prednisolone 3 MG/ML Oral Solution","RxNorm",0.9,"The source value '50383*17708' was identified as an NDC code for 'prednisolone 3 MG/ML Oral Solution'. The corresponding standard RxNorm concept was found with a high confidence match.",TRUE,"50383017708",2,"2026-02-23T21:00:13","gpt-4o"
"66758004403","drug",1760,NA,NA,NA,42628973,"10 ML fluorouracil 50 MG/ML Injection","RxNorm",1,"The source value is an NDC code that directly maps to a standard RxNorm concept for the same drug formulation.",TRUE,"66758004403",3,"2026-02-23T21:00:19","gpt-4o"
"51432034206","drug",1750,NA,NA,NA,19019588,"phenobarbital 16 MG Oral Tablet","RxNorm",1,"The source value is an NDC code that maps directly to a standard RxNorm concept for Phenobarbital 16 MG Oral Tablet.",TRUE,"51432034206",3,"2026-02-23T21:00:25","gpt-4o"
"47202252901","drug",1649,NA,NA,NA,NA,"NA","NA",0,"The source value '47202252901' appears to be an NDC code, but it could not be found in the NDC or RxNorm vocabularies. No mapping was identified.",TRUE,"47202252901",3,"2026-02-23T21:00:31","gpt-4o"
"545691818*0","drug",1626,NA,NA,NA,19007332,"methotrexate 2.5 MG Oral Tablet","RxNorm",1,"The source value '545691818*0' is an NDC code that maps directly to the standard RxNorm concept for Methotrexate 2.5 MG Oral Tablet.",TRUE,"54569181800",3,"2026-02-23T21:00:40","gpt-4o"
"64376*50101","drug",1617,NA,NA,NA,1165632,"12 HR guaifenesin 600 MG Extended Release Oral Tablet","RxNorm",1,"The source value '64376*50101' is an NDC code that maps directly to the standard RxNorm concept for '12 HR guaifenesin 600 MG Extended Release Oral Tablet'.",TRUE,"64376050101",3,"2026-02-23T21:00:47","gpt-4o"
"42549*51800","drug",1612,NA,NA,NA,19019074,"ibuprofen 800 MG Oral Tablet","RxNorm",1,"The source value is an NDC code that maps directly to the standard RxNorm concept for ibuprofen 800 MG Oral Tablet.",TRUE,"42549051800",3,"2026-02-23T21:00:56","gpt-4o"
"17478028912","drug",1602,NA,NA,NA,1594707,"timolol 2.5 MG/ML Ophthalmic Solution","RxNorm",1,"The source value is an NDC code that directly maps to a standard RxNorm concept for the same drug formulation.",TRUE,"17478028912",3,"2026-02-23T21:01:01","gpt-4o"
"545690014*1","drug",1594,NA,NA,NA,1112892,"aspirin 325 MG Delayed Release Oral Tablet","RxNorm",0.9,"The source value '545690014*1' was identified as an NDC code for 'Aspirin 325 MG Delayed Release Oral Tablet'. The corresponding standard RxNorm concept was found with a high confidence match.",TRUE,"54569001401",2,"2026-02-23T21:01:07","gpt-4o"
"13105694","drug",1576,NA,NA,NA,955640,"fluorouracil 50 MG/ML Injectable Solution [Adrucil]","RxNorm",1,"The source value is an NDC code that maps directly to a standard RxNorm concept for the same drug formulation.",TRUE,"13105694",3,"2026-02-23T21:01:16","gpt-4o"
"545696062*0","drug",1557,NA,NA,NA,19080217,"pantoprazole 40 MG Delayed Release Oral Tablet","RxNorm",1,"The source value '545696062*0' was identified as an NDC code for pantoprazole 40 MG Delayed Release Oral Tablet, which maps directly to the standard RxNorm concept.",TRUE,"54569606200",3,"2026-02-23T21:01:22","gpt-4o"
"545691519*0","drug",1546,NA,NA,NA,40162729,"amitriptyline hydrochloride 50 MG Oral Tablet","RxNorm",1,"The source value '545691519*0' is an NDC code that maps directly to the standard RxNorm concept for 'amitriptyline hydrochloride 50 MG Oral Tablet'.",TRUE,"54569151900",3,"2026-02-23T21:01:30","gpt-4o"
"545695757*0","drug",1524,NA,NA,NA,1113079,"200 ACTUAT ipratropium bromide 0.017 MG/ACTUAT Metered Dose Inhaler [Atrovent]","RxNorm",1,"The source value is an NDC code that maps directly to a standard RxNorm concept for the same drug formulation.",TRUE,"54569575700",3,"2026-02-23T21:01:38","gpt-4o"
"545690332*3","drug",1520,NA,NA,NA,1551170,"prednisone 20 MG Oral Tablet","RxNorm",1,"The source value is an NDC code that maps directly to the standard RxNorm concept for prednisone 20 MG Oral Tablet.",TRUE,"54569033203",3,"2026-02-23T21:01:44","gpt-4o"
"182269015","drug",1485,NA,NA,NA,19075002,"cefuroxime 500 MG Oral Tablet","RxNorm",0.9,"The source value '00182269015' is an NDC code for 'Cefuroxime 500 MG Oral Tablet'. The RxNorm concept 'cefuroxime 500 MG Oral Tablet' is a standard concept and matches the drug description.",TRUE,"182269015",3,"2026-02-23T21:01:52","gpt-4o"
"545695574*0","drug",1466,NA,NA,NA,19075380,"ciprofloxacin 500 MG Oral Tablet","RxNorm",1,"The source value '545695574*0' is an NDC code that maps directly to the standard RxNorm concept for 'ciprofloxacin 500 MG Oral Tablet'.",TRUE,"54569557400",3,"2026-02-23T21:01:59","gpt-4o"
"719129513","drug",1465,NA,NA,NA,19018937,"digoxin 0.25 MG Oral Tablet","RxNorm",1,"The source value is an NDC code that maps directly to a standard RxNorm concept for the same drug formulation.",TRUE,"719129513",3,"2026-02-23T21:02:06","gpt-4o"
"45152550","drug",1439,NA,NA,NA,1742258,"levofloxacin 500 MG Oral Tablet [Levaquin]","RxNorm",1,"The source value is an NDC code that directly maps to a standard RxNorm concept for the same drug.",TRUE,"45152550",3,"2026-02-23T21:02:12","gpt-4o"
"13113691","drug",1433,NA,NA,NA,44060822,"Doxorubicin 2 MG/ML Injectable Solution [Adriamycin PFS]","RxNorm Extension",1,"The source value is an NDC code that directly maps to a standard RxNorm Extension concept for the same drug formulation.",TRUE,"13113691",3,"2026-02-23T21:02:20","gpt-4o"
"93063201","drug",1430,NA,NA,NA,NA,"NA","NA",0,"The source value '00093063201' appears to be an NDC code, but no matching NDC or RxNorm concept was found in the OMOP vocabulary.",TRUE,"93063201",3,"2026-02-23T21:02:28","gpt-4o"
"0","measurement",6011,NA,NA,NA,NA,"NA","NA",0,"The source value '0' did not match any standard measurement concepts in LOINC or SNOMED. It may be a placeholder or non-specific code.",FALSE,"NA",2,"2026-02-23T21:02:39","gpt-4o"
"21189-7","measurement",5122,NA,NA,NA,NA,"NA","NA",0,"The source value '21189-7' could not be mapped to any standard OMOP concept in the LOINC vocabulary or any other relevant vocabulary.",FALSE,"NA",3,"2026-02-23T21:02:46","gpt-4o"
"24627-2","measurement",1938,NA,NA,NA,4058335,"CT of chest","SNOMED",0.9,"The source LOINC code '24627-2' for 'CT Chest' is non-standard and maps to the standard SNOMED concept 'CT of chest'.",FALSE,"NA",4,"2026-02-23T21:02:53","gpt-4o"
"24725-4","measurement",1084,NA,NA,NA,3040312,"CT Cerebral atrophic index","LOINC",0.9,"The source value '24725-4' corresponds to the LOINC code for 'CT Cerebral atrophic index', which is a standard concept in the Measurement domain.",FALSE,"NA",2,"2026-02-23T21:02:59","gpt-4o"
"44616-1","measurement",788,NA,NA,NA,3034937,"Oxygen saturation device panel","LOINC",0.9,"The source value '44616-1' closely matches the concept 'Oxygen saturation device panel' in the LOINC vocabulary, which is a standard concept in the Measurement domain.",FALSE,"NA",2,"2026-02-23T21:03:06","gpt-4o"
"36014-9","measurement",599,NA,NA,NA,NA,"NA","NA",0,"The source value '36014-9' did not directly map to a standard OMOP concept in the LOINC vocabulary. The search results did not yield a valid standard concept for this code.",FALSE,"NA",2,"2026-02-23T21:03:12","gpt-4o"
"9408-5","measurement",319,NA,NA,NA,NA,"NA","NA",0,"The source value '9408-5' did not match any standard OMOP concept in the LOINC or other vocabularies searched.",FALSE,"NA",3,"2026-02-23T21:03:20","gpt-4o"
"9785-7","measurement",298,NA,NA,NA,3001952,"Microscopic observation [Identifier] in Stool by Wet preparation","LOINC",0.9,"The source value '9785-7' matches closely with the LOINC concept 'Microscopic observation [Identifier] in Stool by Wet preparation', which is a standard concept in the Measurement domain.",FALSE,"NA",1,"2026-02-23T21:03:24","gpt-4o"
"11522-0","measurement",144,NA,NA,NA,3033702,"US Heart","LOINC",0.9,"The source value '11522-0' is deprecated and maps to the standard concept 'US Heart' in the LOINC vocabulary, which is appropriate for cardiac echo studies.",FALSE,"NA",4,"2026-02-23T21:03:34","gpt-4o"
"24869-0","measurement",33,NA,NA,NA,3033128,"Pelvis Narrative transabdominal US","LOINC",0.9,"The source value '24869-0' corresponds to a LOINC code for a measurement, and the closest match in the LOINC vocabulary is 'Pelvis Narrative transabdominal US', which is a standard concept in the Measurement domain.",FALSE,"NA",2,"2026-02-23T21:03:40","gpt-4o"
"30806-4","measurement",31,NA,NA,NA,1176290,"CT Heart and aortic root WO contrast for calcium scoring + CTA W contrast IV","LOINC",0.9,"The source value '30806-4' corresponds to a LOINC code that matches the description of a CT scan procedure involving the heart and aortic root, which is a standard concept in the Measurement domain.",FALSE,"NA",2,"2026-02-23T21:03:46","gpt-4o"
"58744-4","measurement",26,NA,NA,NA,4083211,"Cardiac CT","SNOMED",0.9,"The source LOINC code 58744-4 is non-standard and maps to the standard SNOMED concept 'Cardiac CT'.",FALSE,"NA",4,"2026-02-23T21:03:57","gpt-4o"
"28566-8","measurement",23,NA,NA,NA,3004410,"Hemoglobin A1c/Hemoglobin.total in Blood","LOINC",0.7,"The source value '28566-8' could not be directly matched, but it is likely related to Hemoglobin A1c measurements. The concept 'Hemoglobin A1c/Hemoglobin.total in Blood' is a standard LOINC concept in the Measurement domain, which aligns with the source value's context.",FALSE,"NA",6,"2026-02-23T21:04:10","gpt-4o"
"44120-4","measurement",16,NA,NA,NA,NA,"No standard concept found","LOINC",0,"The source value '44120-4' is associated with a deprecated LOINC concept 'Deprecated Colon CT', which is not a standard concept in the OMOP vocabulary.",FALSE,"NA",3,"2026-02-23T21:04:16","gpt-4o"
"39059-1","measurement",5,NA,NA,NA,NA,"NA","NA",0,"The source value '39059-1' is a deprecated LOINC code and does not map to a standard OMOP concept in the measurement domain.",FALSE,"NA",2,"2026-02-23T21:04:21","gpt-4o"
"38.7","procedure",400,NA,NA,NA,4193288,"Excision of blood vessel","SNOMED",0.9,"The source value '38.7' corresponds to an excision of a blood vessel, and the SNOMED concept 'Excision of blood vessel' is a standard concept in the procedure domain with a high semantic match.",FALSE,"NA",2,"2026-02-23T21:04:28","gpt-4o"
"44.04","procedure",242,NA,NA,NA,4163971,"Laparoscopic cholecystectomy","SNOMED",0.9,"The source value '44.04' corresponds to the ICD-9-CM code for 'Laparoscopic cholecystectomy'. The SNOMED concept 'Laparoscopic cholecystectomy' is a standard concept in the Procedure domain, making it a suitable match.",FALSE,"NA",2,"2026-02-23T21:04:33","gpt-4o"
"32.52","procedure",200,NA,NA,NA,4279443,"Thoracoscopic biopsy of lung","SNOMED",0.9,"The source value '32.52' corresponds to a thoracoscopic lung biopsy, and the SNOMED concept 'Thoracoscopic biopsy of lung' is a high-confidence match with the correct domain and standard concept status.",FALSE,"NA",2,"2026-02-23T21:04:38","gpt-4o"
"cefuroxime","observation",2530,NA,NA,NA,1778162,"cefuroxime","RxNorm",0.9,"The search for 'cefuroxime' returned a standard concept in the RxNorm vocabulary with a high record count, indicating it is a well-recognized drug ingredient.",FALSE,"NA",4,"2026-02-23T21:04:46","gpt-4o"
"Anticonvulsants","observation",2504,NA,NA,NA,36674434,"Anticonvulsant therapeutic role","SNOMED",0.7,"The concept 'Anticonvulsant therapeutic role' is a standard SNOMED concept in the Observation domain, which aligns with the source value 'Anticonvulsants'.",FALSE,"NA",1,"2026-02-23T21:04:50","gpt-4o"
"Sulfa Drugs","observation",2501,NA,NA,NA,439228,"Sulfonamide adverse reaction","SNOMED",0.8,"The term 'Sulfa Drugs' is commonly associated with sulfonamides, and the concept 'Sulfonamide adverse reaction' is a standard SNOMED concept in the Observation domain, which aligns well with the source value.",FALSE,"NA",1,"2026-02-23T21:04:55","gpt-4o"
"ampicillin","observation",2488,NA,NA,NA,37118023,"Ampicillin resistant bacteria","SNOMED",0.7,"The search for 'ampicillin' in the Observation domain returned 'Ampicillin resistant bacteria' as a standard concept, which is related to the observation of resistance to ampicillin.",FALSE,"NA",2,"2026-02-23T21:05:00","gpt-4o"
"cephalexin","observation",2481,NA,NA,NA,NA,"NA","NA",0,"The search for 'cephalexin' in the Observation domain did not yield any relevant standard concepts. The results were primarily in the Drug domain, which is not applicable for an observation.",FALSE,"NA",2,"2026-02-23T21:05:06","gpt-4o"
"Barbiturates","observation",2479,NA,NA,NA,443623,"Adverse reaction to barbiturate","SNOMED",0.7,"The search yielded 'Adverse reaction to barbiturate' as the closest match in the Observation domain, which aligns with the context of observing reactions to barbiturates.",FALSE,"NA",1,"2026-02-23T21:05:10","gpt-4o"
"Iodine","observation",2477,NA,NA,NA,45768492,"Free iodine","SNOMED",0.8,"The concept 'Free iodine' is a standard SNOMED concept within the Observation domain, closely matching the source value 'Iodine'.",FALSE,"NA",1,"2026-02-23T21:05:15","gpt-4o"
"amoxicillin","observation",2448,NA,NA,NA,3667062,"Allergy to amoxicillin and/or clavulanic acid","SNOMED",0.8,"The source value 'amoxicillin' likely refers to an allergy observation, and the concept 'Allergy to amoxicillin and/or clavulanic acid' is a standard SNOMED concept in the Observation domain.",FALSE,"NA",2,"2026-02-23T21:05:22","gpt-4o"
"Aspirin","observation",2444,NA,NA,NA,4167538,"Contains aspirin","SNOMED",0.8,"The concept 'Contains aspirin' is a standard SNOMED concept in the Observation domain, which aligns with the source value 'Aspirin'.",FALSE,"NA",2,"2026-02-23T21:05:29","gpt-4o"
"Penicillin","observation",2393,NA,NA,NA,4240903,"Allergy to penicillin","SNOMED",0.9,"The source value 'Penicillin' likely refers to an allergy observation, and 'Allergy to penicillin' is a standard SNOMED concept in the Observation domain.",FALSE,"NA",2,"2026-02-23T21:05:34","gpt-4o"
"Insulin","observation",2360,NA,NA,NA,35624433,"Insulin antagonist","SNOMED",0.7,"The search for 'Insulin' in the Observation domain returned 'Insulin antagonist' as the closest match. While not an exact match, it is the most semantically relevant standard concept available.",FALSE,"NA",1,"2026-02-23T21:05:37","gpt-4o"
"545694272*0","drug",1429,NA,NA,NA,40162570,"acetaminophen 650 MG / hydrocodone bitartrate 10 MG Oral Tablet","RxNorm",1,"The source value '545694272*0' is an NDC code that maps directly to the standard RxNorm concept for 'acetaminophen 650 MG / hydrocodone bitartrate 10 MG Oral Tablet'.",TRUE,"54569427200",3,"2026-02-23T21:06:03","gpt-4o"
"53905005301","drug",1399,NA,NA,NA,1388826,"leucovorin 10 MG/ML Injectable Solution","RxNorm",1,"The source value is an NDC code that maps directly to a standard RxNorm concept for the same drug formulation.",TRUE,"53905005301",3,"2026-02-23T21:06:10","gpt-4o"
"65162*18010","drug",1398,NA,NA,NA,1782573,"isoniazid 100 MG Oral Tablet","RxNorm",1,"The source value '65162*18010' is an NDC code that maps directly to the standard RxNorm concept for 'isoniazid 100 MG Oral Tablet'.",TRUE,"65162018010",3,"2026-02-23T21:06:16","gpt-4o"
"545692942*0","drug",1390,NA,NA,NA,1782573,"isoniazid 100 MG Oral Tablet","RxNorm",1,"The source value '545692942*0' is an NDC code that maps directly to the standard RxNorm concept for 'isoniazid 100 MG Oral Tablet'.",TRUE,"54569294200",3,"2026-02-23T21:06:23","gpt-4o"
"54569547900","drug",1383,NA,NA,NA,NA,"NA","NA",0,"The source value '54569547900' appears to be an NDC code, but it could not be found in the NDC or RxNorm vocabularies using the available tools.",TRUE,"NA",3,"2026-02-23T21:06:29","gpt-4o"
"61748001409","drug",1365,NA,NA,NA,40222616,"ethambutol hydrochloride 400 MG Oral Tablet","RxNorm",1,"The source value is an NDC code that directly maps to a standard RxNorm concept for the same drug formulation.",TRUE,"61748001409",3,"2026-02-23T21:06:35","gpt-4o"
"93089701","drug",1357,NA,NA,NA,953113,"famotidine 40 MG Oral Tablet","RxNorm",1,"The source value is an NDC code that maps directly to a standard RxNorm concept for Famotidine 40 MG Oral Tablet.",TRUE,"93089701",3,"2026-02-23T21:06:44","gpt-4o"
"46703*06803","drug",1328,NA,NA,NA,46233710,"doxycycline monohydrate 100 MG Oral Tablet","RxNorm",1,"The source value '46703*06803' is an NDC code that maps directly to the standard RxNorm concept for 'doxycycline monohydrate 100 MG Oral Tablet'.",TRUE,"46703006803",3,"2026-02-23T21:06:50","gpt-4o"
"10754085801","drug",1327,NA,NA,NA,NA,"NA","NA",0,"The source value '10754085801' appears to be an NDC code, but it could not be found in the NDC or RxNorm vocabularies after trying multiple search methods.",TRUE,"NA",3,"2026-02-23T21:06:58","gpt-4o"
"545693335*2","drug",1303,NA,NA,NA,19073187,"amoxicillin 500 MG Oral Capsule","RxNorm",1,"The source value '545693335*2' is an NDC code that maps directly to the standard RxNorm concept for 'amoxicillin 500 MG Oral Capsule'.",TRUE,"54569333502",3,"2026-02-23T21:07:03","gpt-4o"
"545695671*0","drug",1280,NA,NA,NA,40169217,"120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent]","RxNorm",1,"The source value is an NDC code that maps directly to a standard RxNorm concept for the same drug product.",TRUE,"54569567100",3,"2026-02-23T21:07:10","gpt-4o"
"93725601","drug",1265,NA,NA,NA,1597773,"glimepiride 4 MG Oral Tablet","RxNorm",1,"The source value is an NDC code that directly maps to the standard RxNorm concept for glimepiride 4 MG Oral Tablet.",TRUE,"93725601",3,"2026-02-23T21:07:16","gpt-4o"
"46703*10401","drug",1239,NA,NA,NA,19019073,"ibuprofen 600 MG Oral Tablet","RxNorm",1,"The source value is an NDC code that maps directly to the standard RxNorm concept for ibuprofen 600 MG Oral Tablet.",TRUE,"46703010401",3,"2026-02-23T21:07:23","gpt-4o"
"545693335*0","drug",1238,NA,NA,NA,19073187,"amoxicillin 500 MG Oral Capsule","RxNorm",1,"The source value is an NDC code that maps directly to the standard RxNorm concept for Amoxicillin 500 MG Oral Capsule.",TRUE,"54569333500",3,"2026-02-23T21:07:30","gpt-4o"
"545693335*1","drug",1199,NA,NA,NA,19073187,"amoxicillin 500 MG Oral Capsule","RxNorm",1,"The source value '545693335*1' is an NDC code that maps directly to the standard RxNorm concept for 'amoxicillin 500 MG Oral Capsule'.",TRUE,"54569333501",3,"2026-02-23T21:07:36","gpt-4o"
"68115070815","drug",1152,NA,NA,NA,785821,"olanzapine 10 MG Oral Tablet","RxNorm",1,"The source value is an NDC code that maps directly to a standard RxNorm concept for the same drug and dosage.",TRUE,"68115070815",3,"2026-02-23T21:07:42","gpt-4o"
"5312223","drug",1135,NA,NA,NA,19019073,"ibuprofen 600 MG Oral Tablet","RxNorm",1,"The source value '00005312223' is an NDC code that maps directly to the standard RxNorm concept for 'ibuprofen 600 MG Oral Tablet'.",TRUE,"5312223",3,"2026-02-23T21:07:48","gpt-4o"
"545695482*0","drug",1059,NA,NA,NA,19019418,"omeprazole 20 MG Delayed Release Oral Capsule","RxNorm",1,"The source value is an NDC code that maps directly to a standard RxNorm concept for Omeprazole 20 MG Delayed Release Oral Capsule.",TRUE,"54569548200",3,"2026-02-23T21:07:54","gpt-4o"
"545695777*0","drug",1050,NA,NA,NA,1154619,"NDA021457 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [ProAir]","RxNorm",1,"The source value is an NDC code that maps directly to a standard RxNorm concept for the same drug product.",TRUE,"54569577700",3,"2026-02-23T21:08:01","gpt-4o"
